timestamp;value;is_anomaly
10;0.013505804;0
20;-0.029363446;0
30;0.037649039;0
40;-0.046563856;0
50;0.015004771;0
60;0.013641002;0
70;0.07366991;0
80;0.036600951;0
90;-0.029542258;0
100;-0.072920106;0
110;0.011766618;0
120;-0.022010261;0
130;-0.057847284;0
140;0.032621767;0
150;-0.033187792;0
160;-0.043580279;0
170;-0.018059656;0
180;0.022579966;0
190;-0.028912043;0
200;-0.038792107;0
210;-0.004998756;0
220;-0.001026625;0
230;-0.010589295;0
240;0.0444928;0
250;-0.042506587;0
260;1.014978766;0
270;1.014179468;0
280;1.035146475;0
290;0.974436045;0
300;1.002206206;0
310;1.024263024;0
320;1.028525352;0
330;1.011230111;0
340;1.007412195;0
350;0.969139278;0
360;0.972882926;0
370;0.973629832;0
380;1.022087455;0
390;0.975168645;0
400;0.949168622;0
410;0.971151114;0
420;0.959049463;0
430;0.978801489;0
440;0.972537756;0
450;0.979494989;0
460;0.98199743;0
470;1.005061626;0
480;1.005061626;0
490;1.003209233;0
500;0.986318052;0
510;0.987443328;0
520;1.011702299;0
530;1.016513228;0
540;1.015914202;0
550;1.007106662;0
560;1.090086341;0
570;1.040568948;0
580;1.068991303;0
590;1.009896755;0
600;0.992900074;0
610;0.998739958;0
620;0.962512434;0
630;1.036613941;0
640;0.985183775;0
650;0.953218639;0
660;1.020411134;0
670;0.975224793;0
680;1.002900481;0
690;0.970115602;0
700;0.968259811;0
710;0.954284787;0
720;1.025091171;0
730;0.990281343;0
740;0.96477282;0
750;0.964800477;0
760;1.049906254;0
770;0.96581161;0
780;1.004277587;0
790;0.950739861;0
800;1.108769894;0
810;0.971114576;0
820;1.004182577;0
830;1.048805475;0
840;0.981854022;0
850;1.040815473;0
860;0.990235388;0
870;0.96263212;0
880;0.986471117;0
890;0.963227749;0
900;0.985085309;0
910;0.995802164;0
920;0.976519704;0
930;0.99674356;0
940;0.979361236;0
950;1.002675414;0
960;0.956078529;0
970;1.023649335;0
980;0.989214897;0
990;1.0193578;0
1000;-0.0110638;0
1010;0.014746115;0
1020;0.005487975;0
1030;0.020513745;0
1040;0.007539714;0
1050;0.04152998;0
1060;-0.009107685;0
1070;0.04487386;0
1080;0.008348328;0
1090;-0.006157732;0
1100;0.010455441;0
1110;-0.051444232;0
1120;-0.035407942;0
1130;0.032879312;0
1140;-0.050783101;0
1150;-0.019701485;0
1160;-0.003076375;0
1170;0.01166243;0
1180;-0.004451298;0
1190;0.052018907;0
1200;-0.092299879;0
1210;0.004227665;0
1220;-0.038657755;0
1230;0.052309357;0
1240;0.010674533;0
1250;1.060487628;0
1260;1.060211182;0
1270;0.993184686;0
1280;1.055438399;0
1290;1.000567675;0
1300;1.04703021;0
1310;0.955692291;0
1320;1.032474518;0
1330;0.956664741;0
1340;1.003145695;0
1350;1.017694712;0
1360;1.0065763;0
1370;0.993294477;0
1380;0.993294477;0
1390;0.994543433;0
1400;0.994543433;0
1410;0.924173713;0
1420;0.930553854;0
1430;1.001011372;0
1440;0.993311644;0
1450;0.933911383;0
1460;0.989091098;0
1470;0.997858763;0
1480;0.937777817;0
1490;1.017756343;0
1500;0.996295273;0
1510;1.03997457;0
1520;0.946913123;0
1530;0.949932277;0
1540;1.029112697;0
1550;0.991278052;0
1560;0.998720884;0
1570;1.001038432;0
1580;0.997338235;0
1590;0.985190034;0
1600;0.985190034;0
1610;0.979474962;0
1620;1.007202983;0
1630;1.025863886;0
1640;1.021528959;0
1650;0.944740534;0
1660;0.992405295;0
1670;1.010094285;0
1680;0.944042683;0
1690;0.980828226;0
1700;1.040580392;0
1710;0.98543781;0
1720;1.030128121;0
1730;1.001954794;0
1740;1.073559642;0
1750;0.982041001;0
1760;1.044454813;0
1770;0.971690595;0
1780;0.961680651;0
1790;1.011943579;0
1800;0.971432924;0
1810;0.9888466;0
1820;1.059350252;0
1830;1.075322866;0
1840;0.993708909;0
1850;1.011990666;0
1860;0.984137416;0
1870;1.040170312;0
1880;0.946077287;0
1890;0.967054367;0
1900;0.963444233;0
1910;1.003222227;0
1920;0.965841472;0
1930;1.026164412;0
1940;1.034558535;0
1950;0.934863329;0
1960;0.973269403;0
1970;0.964216471;0
1980;0.984264314;0
1990;1.032927036;0
2000;1.044799209;0
2010;0.068171196;0
2020;-0.014488546;0
2030;-0.007644135;0
2040;-0.007644135;0
2050;0.068436213;0
2060;-0.016376365;0
2070;0.004597094;0
2080;-0.015391936;0
2090;-0.015391936;0
2100;0.056425326;0
2110;0.074693851;0
2120;-0.011910398;0
2130;-0.073574968;0
2140;0.037288819;0
2150;0.031912055;0
2160;0.038759224;0
2170;0.038759224;0
2180;-0.011470967;0
2190;0.032364689;0
2200;0.012256349;0
2210;0.012256349;0
2220;0.023355637;0
2230;-0.026122736;0
2240;0.977553546;0
2250;1.034743309;0
2260;1.037652969;0
2270;0.999760926;0
2280;0.997611344;0
2290;0.975703359;0
2300;0.971701145;0
2310;0.944016635;0
2320;1.045287609;0
2330;1.045287609;0
2340;0.954273701;0
2350;1.024041891;0
2360;0.952909768;0
2370;0.981249988;0
2380;1.05959022;0
2390;0.965246677;0
2400;0.976933718;0
2410;1.04460156;0
2420;1.042094588;0
2430;0.981702149;0
2440;1.02022624;0
2450;1.009928346;0
2460;0.987760484;0
2470;0.994478047;0
2480;1.023098826;0
2490;0.995471716;0
2500;0.999453187;0
2510;0.946909904;0
2520;1.017641544;0
2530;0.966354072;0
2540;0.987433553;0
2550;0.97821182;0
2560;0.941007674;0
2570;1.016095757;0
2580;1.018357158;0
2590;0.969588518;0
2600;1.075758815;0
2610;0.977082074;0
2620;1.053966284;0
2630;1.031575918;0
2640;1.041393638;0
2650;1.038217545;0
2660;0.993291795;0
2670;0.938598752;0
2680;1.031165719;0
2690;0.977631092;0
2700;1.013997316;0
2710;0.957357407;0
2720;1.065954447;0
2730;1.020599484;0
2740;0.996352196;0
2750;1.041652918;0
2760;0.953672409;0
2770;1.032533169;0
2780;0.974920094;0
2790;1.035672784;0
2800;1.024213552;0
2810;1.021548152;0
2820;1.036727905;0
2830;1.00429523;0
2840;1.009840846;0
2850;0.966197133;0
2860;1.051420331;0
2870;0.914683104;0
2880;1.003212452;0
2890;0.993878722;0
2900;0.988222182;0
2910;0.96516943;0
2920;0.985660493;0
2930;0.98454082;0
2940;0.95173049;0
2950;0.983271658;0
2960;0.981654525;0
2970;0.972030222;0
2980;1.010291338;0
2990;-0.020504436;0
3000;0.023164326;0
3010;0.005560426;0
3020;0.010033678;0
3030;-0.012492255;0
3040;-0.006582575;0
3050;-0.023911653;0
3060;0.002334579;0
3070;0.002334579;0
3080;0.006605502;0
3090;-0.013467733;0
3100;-0.013467733;0
3110;-0.009470136;0
3120;-0.001508803;0
3130;0.007322044;0
3140;0.022518007;0
3150;0.022518007;0
3160;0.009975919;0
3170;0.019069798;0
3180;0.010370607;0
3190;0.023401551;0
3200;-0.044030908;0
3210;-0.017522302;0
3220;-0.028406227;0
3230;0.024580276;0
3240;0.991309822;0
3250;1.000298858;0
3260;0.938228071;0
3270;0.938228071;0
3280;1.000942826;0
3290;0.998559952;0
